企業番号	"生産品目"
19890694	自動販売機等設置・保守・販売
19890696	自動車鈑金塗装
19890710	海運業
19890711	産業用電気機械器具製造
19890712	外食産業
19890713	通信機器保守
19890714	繊維製品製造販売
19890715	コインランドリ－機器販売、店舗設備施工他
19890717	特殊ロールの設計製作及び金属表面処理
19890720	電気機器製造
19890727	アクリル糸の製造
19890729	建設土木工事
19890730	総合建設業
19890738	繊維副資材卸
19890743	ビル建設
19890745	婦人下着製造
19890746	総合建設業
19890750	鉄工建築水道工事
19890751	アルミニウム合金砂型鋳物
19890753	金属部品加工・組付
19890756	自動車用部品加工
19890758	ス－パ－マ－ケット
19890761	石油製品販売
19890762	クリ－ニング
19890767	自動車鈑金塗装
19890770	写真
19890772	プラント設備工事
19890778	化学繊維製品製造販売
19890779	段ボ－ルシ－トケ－ス製造販売
19890781	設備工事
19890784	自動販売機販売修理
19890785	電気計装制御業務
19890786	建設機械販売サ－ビス
19890787	ビル・住宅等給排水衛生設備工事
19890789	プリント回路基盤設計製造
19890790	電信電話工事全般
19890794	チタン製造販売
19890796	コンクリ－トパイル製造
19890797	農機具機械加工
19890799	印刷機械部品製造
19890801	繊維染色整理
19890805	鉄筋コンクリ－ト生産販売
19890807	船舶全般調修
19890809	清掃器具製造販売
19890811	建築土木
19890820	サッシ等設計施工
19890822	電気工事
19890827	機械電気電子の設計
19890829	建築設計施工
19890833	コ－ヒ－専門店
19890834	建設・建設設備業
19890835	建設業
19890838	石油製品販売
19890841	昇降機周辺機器設計
19890843	衣料品製造販売
19890848	産業機械部品の機械加工・組立
19890850	レストラン
19890853	金属製品製造建築鉄骨加工
19890856	建設業（塗装）
19890858	各種プラント建設保全
19890859	ＯＡシステム機器開発製造販売
19890865	電気機械器具販売
19890868	警備一式
19890871	木工機械販売
19890873	コンピュ－タ用品製造販売
19890878	建築工事
19890879	プレス金型製作プレス加工
19890881	自動車部品家電品ＯＡ機器卸売
19890883	各種防振ゴム等の製造販売
19890884	自動車板金塗装修理
19890885	各種通信機器等製造販売
19890888	電子部品組立検査
19890891	石油製品販売
19890895	食品業
19890897	ドラム缶製造販売
19890898	運輸業
19890900	自動車販売整備
19890901	石油製品販売
19890902	総合建設業
19890903	航空機部品製造修理
19890906	家具建具製造内装工事
19890908	建築,内装,塗装,インテリア,畳リ－ス等
19890911	ソフトウェア研究開発販売
19890913	情報通信サ－ビス
19890916	学習教材出版販売
19890917	建築測量工事
19890919	総合建設業
19890921	被服製造販売
19890922	各種設計
19890923	食品卸売
19890932	ソフトウエア開発
19890934	ホテル
19890936	畳製造販売
19890938	運送事業
19890939	石油製品卸小売業
19890940	石油製品卸小売業
19890947	トラクタ－等製造販売
19890948	教科書等印刷製本
19890950	自動機等設計製作
19890954	印刷製本
19890957	美容業務一般
19890958	中華料理
19890964	貨物取扱業
19890969	輸送用機器製造販売
19890971	家具インテリア等販売
19890975	建設業
19890977	住宅関連商品販売施工
19890980	印刷業
19890981	喫茶・軽食関連商品小売
19890983	配管・土木工事
19890987	自動車内装部品製造
19890988	自動車内装部品製造
19890990	ＯＡ機器の販売，保守サービス，施設工事
19890992	電子材料製造加工検査
19890994	プログラムの設計開発
19890996	自動車電装品全般
19891000	学校アルバム制作，カラー美術印刷，一般商業印刷
19891003	遊技場等経営
19891005	自動車販売修理
19891007	中国料理
19891008	テ－プ乾電池等製造販売
19891011	石油製品販売
19891012	建築業
19891017	ＦＲＰ成型加工
19891019	土木建築工事
19891022	土木建築工事
19891026	繊維製品卸
19891030	機械電気設計ソフトウェア開発
19891033	建築業
19891036	自動車組立機械等部品加工組立
19891039	マイクロコンピュータ応用システム等
19891042	電気工事管理業務
19891043	家庭・営業用金物厨房機器
19891046	ファ－ストフ－ドレストラン
19891047	コンピュ－タ関連開発販売サ－ビス
19891048	病院用ベッド応接セット等製造
19891049	住宅関連事業
19891050	配管機材等製造販売
19891051	紳士服販売
19891053	総合建設業
19891054	居酒屋チェ－ン店
19891057	ボルトナット卸販売
19891058	電気設備機器材料卸売業
19891060	石油荷役監視業船舶代理店業
19891062	視聴覚教育機器設計施工販売
19891067	情報処理サ－ビス
19891070	建設業
19891071	電気計装工事
19891075	電気設備工事
19891076	建設不動産
19891077	電子機器の設計・製造・販売・修理
19891078	建築業
19891079	ソフトウエア開発
19891080	家電製品販売等
19891081	建設機械販売修理
19891082	自動車車体整備
19891084	印刷業
19891088	生活関連事業
19891090	電気通信機等製造
19891096	印刷製版
19891098	プラスチック金型設計製作
19891099	総合小売業
19891102	鶏卵飼料卸売
19891104	印刷業
19891105	総合建設業
19891106	冷凍食品製造販売
19891109	一般消費物資小売
19891111	建設機械修理販売
19891112	遊園地・ゴルフ場
19891113	貨物自動車運送業
19891117	電子機器製造販売
19891120	写真感光材料
19891121	写真感光材料
19891122	磁気記録媒体写真薬品
19891125	ＯＡ機器販売
19891128	航空運送事業
19891129	版下製版作成
19891130	電飾ネオン資材広告資材製造販売
19891132	音響用モ－タ－製造
19891133	治工具・自動機設計施工組立
19891135	溶鉄全般予備処理
19891139	合成繊維樹脂医療機器製造販売
19891141	パン・ケ－キ等製造・レストラン
19891142	パン・ケ－キ等製造
19891143	パン・ケ－キ等製造・レストラン
19891144	各種電子機器製造
19891145	鉄鋼構造物の設計製作
19891146	スポ－ツ用品販売
19891147	貨物自動車運送業倉庫業
19891148	通運倉庫業観光業
19891149	一般機械器具製造
19891150	ソフト開発販売
19891151	医療器械卸売
19891152	服飾用品産業機械聖像販売
19891153	ソフト開発ＯＡ機器販売保守
19891155	ポリウレタン等加工販売
19891156	鉄鋼半製品及びコイルをフォークリフトで運搬
19891157	総合ビルメンテナンス
19891158	家庭電化製品販売修理
19891159	機械電気電子設計管理開発
19891160	自動車検査用機器の校正（検査）
19891161	コンピュ－タシステム開発販売
19891163	化粧品製造
19891164	建築板金資材卸売加工
19891166	電気通信事業
19891167	自動車の部品の管理、梱包発送
19891168	えのき茸栽培・販売
19891170	設計
19891173	測量設計
19891176	貨物運送事業
19891182	菓子製造販売
19891183	運輸業レジャ－施設
19891185	総合建設業
19891186	機械建築設備等設計
19891187	ソフトウェア開発ＯＡ機器販売
19891190	総合建設業
19891192	パチンコ店
19891194	産業機械部品製造
19891195	石油製品販売
19891196	工業写真作成販売
19891201	住宅関連商品販売
19891202	鉄鋼製品
19891203	プレス金型部品販売
19891204	電気工事
19891205	総合設計
19891206	建設業
19891208	金属製品製造
19891209	運送業
19891210	工業用ゴム製品
19891211	交通安全施設施工
19891212	商業施設設計施工
19891214	測量設計及び建設ｺﾝｻﾙﾀﾝﾄ
19891217	表面処理剤製造熱処理加工
19891218	自動車部品梱包梱包木箱製造
19891220	印刷業
19891221	建設業
19891222	機械工具販売
19891224	ビル清掃管理
19891225	レ－シング用エンジン製造整備
19891226	建築設計監理
19891227	綿・合繊混紡製造
19891232	産業用プラント販売
19891233	港湾の輸出入貨物鑑定・検査・検量
19891234	総合設備
19891235	橋梁桁製作及び架設工事
19891237	ＯＡ関連機器の輸入・販売・保守
19891238	理容
19891240	自動制御装置設計製造施工保守等
19891243	工作機械製造販売
19891244	自動車販売整備
19891245	コンクリ－トブロック舗装
19891246	測量設計調査業務
19891247	寿司調理加工販売
19891249	宅地建物取引業一般建築
19891251	サッシ組立販売
19891252	パソコンの販売ソフト開発
19891254	建築業
19891256	生コン製造販売
19891257	コンピュ－タ製造販売
19891260	塗装工事
19891261	産業機械製造販売
19891263	自動車・半導体関連・油圧機械部品
19891264	情報サ－ビス
19891267	凸版印刷（株）の設備の保全
19891269	半導体の開発
19891270	電気工事設計施工
19891271	レストラン
19891272	ス－パ－
19891273	建築資材生産販売
19891274	建設・製材等
19891275	大型車のエンジン
19891277	ＣＤ等製造
19891279	ピザレストラン
19891281	総合建設業，介護事業
19891283	建築業
19891284	家電製品販売
19891286	総合建設業
19891287	中国料理
19891288	被服マ－クデザイン
19891290	化学繊維製造
19891291	オフセット印刷パッケ－ジ製造
19891292	パン和洋菓子製造販売
19891293	全身美容
19891294	産業用機械設備
19891296	婦人服縫製業
19891297	カジュアルウエア販売など
19891298	生鮮食料品卸等
19891301	建築土木
19891302	ＯＡ機器販売等
19891303	総合建設業
19891304	外車輸入販売及びレ－ス部品販売
19891305	レストラン
19891306	児童演劇
19891307	プラント設計製図
19891308	
19891309	インテリア商品製造卸売業
19891310	ＯＡ機器販売修理
19891311	マリンレジャ－ホテル業
19891312	肉・野菜調理・販売
19891313	建築設計監理業務
19891314	
19891315	建設業
19891316	自動制御機器調整
19891317	食品・酒類 卸売
19891318	海運業
19891319	総合建設業
19900008	各種タイヤ製造
19900009	石油製品販売
19900010	石油製品製造
19900019	塗料塗装機器
19900029	コンクリ－ト製造建設業
19900032	リゾ－トホテル
19900034	毛織物
19900037	産業車両販売
19900040	建設業
19900042	フ－ドサ－ビス
19900051	クレ－ン建設業
19900052	貨物運送業
19900053	建設機械レンタル
19900059	ファミリ－，ラ－メンチェ－ン
19900066	紙・パルプ製造
19900070	タイヤ・スポ－ツ用品製造
19900075	服地染色
19900085	自動変速機製造
19900087	レストラン
19900090	冷蔵倉庫業
19900107	水処理機械据付
19900109	機械部品製作
19900133	健康レジャ－飲食、ﾘｿﾞ-ﾄ開発
19900135	飲食業
19900150	自動車部品販売
19900153	建設業
19900157	ホテルリゾ－ト場経営
19900158	ホテル
19900160	自動車部品販売
19900165	紳士婦人服製造
19900170	建設業
19900173	土木建設機械製造
19900174	段ボ－ル原紙製造
19900178	設備工事業
19900179	小売業
19900181	ガラス製品製造
19900182	コンピュ－タ機器据付
19900184	産業用機械建材製造販売
19900192	繊維副資材企画製造販売
19900195	住宅設計施工
19900198	航空貨物取扱
19900200	各種機器卸売
19900201	上下水道工事
19900203	昇降機等保守
19900206	真空機器修理
19900218	産業機械製造販売プレハブ建築
19900220	ＬＰガス工事販売産業機械製造販売
19900225	設備工事
19900226	空缶製造販売
19900229	電力通信ケ－ブル
19900230	通信設備設計施工保守
19900233	線材等開発製造
19900235	電気設備設計施工
19900239	駐車装置の保守
19900244	建築設備工事
19900248	建設業
19900263	貨物運送業
19900267	産業機械据付保守点検
19900276	計装設備の保全（メンテナンス）及び販売
19900277	総合建設業
19900279	ホテル業
19900280	リゾ－トホテル
19900281	ホテル
19900283	銅合金管製造
19900285	工作機械製造販売
19900306	建築工事設計施工
19900310	各種薬品等小売販売
19900322	土木建築業
19900335	機械建築設計製図
19900346	電子計算機器保守点検
19900347	コンピュ－タオペレ－ション
19900349	総合建設業
19900350	工業化学品製造
19900351	各種金属酸化物製造販売
19900360	運送事業
19900364	半導体製品製造
19900365	医療機器製造
19900367	石油プラント設計建設保守
19900372	設備機械修理設置
19900375	プラスチック食品容器製造
19900376	ＦＲＰタンク等製造
19900379	汚水処理施設運転管理
19900382	金属製品加工製造プラント保全
19900384	綿の晒・染色・捺染加工
19900385	液晶表示装置製造
19900392	自動車販売修理
19900400	総合建設業
19900401	釣具製造販売
19900402	システム設計
19900406	送電線工事
19900410	木製品製造
19900413	総合金属製品加工
19900414	日立製品の販売システム設計施工
19900416	電気機械器具製造販売
19900417	家庭用電化器具製造販売
19900418	綿糸・合繊糸ニット生地
19900427	ＦＡ機器開発製造販売
19900430	総合建設業
19900431	店舗装備品製造販売
19900434	電気制御盤設計製作
19900435	電気工事
19900436	電気用品卸販売
19900445	鉄鋼材料加工販売
19900448	製紙業
19900449	総合建設業
19900453	冠婚施行業
19900454	建築土木工事
19900456	レストラン
19900457	石油製品販売整備
19900459	自動車部品製造
19900463	建設業
19900465	ソフト開発
19900468	自動車部品製造
19900469	化学製品製造販売
19900481	電気設備工事
19900483	食肉水産加工品卸販売
19900485	電気工事
19900486	住宅道路電設資材製造販売
19900489	画材額縁製造販売
19900490	サッシ販売施工
19900493	飲食業
19900497	自動車・電装部品物流業務
19900503	産業機械設計製作
19900507	金属加工業・船舶製造修理業
19900509	自動車製造
19900510	電子機器類設計
19900523	石油製品生産販売
19900528	湯機製造販売
19900529	プラント設計整備
19900530	動力伝達装置製造
19900544	建設業
19900549	総合建設業
19900550	電気電子機器制御システムの販売
19900551	硫酸・酸化鉄等製造
19900552	鋼製屋根等工事
19900556	美容業
19900559	飲食業
19900560	印刷
19900561	電子計測器等開発・製造
19900565	土木建設機械等製造販売
19900569	総合建築
19900578	ソフトウェア開発
19900579	建設業
19900580	プラント建設電気設備設計
19900581	内装仕上工事
19900589	総合建設業
19900591	コンクリ－ト製品製造
19900595	空調設備設計施行
19900596	和風レストラン
19900599	中華料理
19900603	プログラム開発
19900604	建設業
19900605	飲食業
19900606	エレベ－タ設計
19900607	電気工事
19900609	ボ－リング工事
19900613	航空貨物取扱
19900615	ガラス食器製造
19900617	印刷業
19900621	設備関連商品卸売
19900624	ﾎﾟﾘｳﾚﾀﾝﾌｫｰﾑ,各種ﾌﾟﾗｽﾁｯｸ製品製造販売
19900626	自動車リ－ス
19900627	家電製品販売
19900630	レストラン
19900645	屋内電気設備工事
19900655	整骨・整体
19900659	総合建設業
19900663	ミサワホ－ムの販売施工
19900665	レストラン
19900666	建築
19900671	ＯＡ機器等販売
19900673	電気計装工事
19900674	情報処理
19900689	インテリア開発販売
19900692	鋼板加工販売
19900694	ソフトウエア開発
19900695	電気工事業
19900700	アルミサッシなど製造販売
19900702	繊維染色
19900705	建設機械販売
19900710	写真製版
19900714	重電機器、同関連ｼｽﾃﾑ保守修理
19900719	マシニングセンタ－等工作機械製造販売
19900720	各種工業材料製造
19900722	工作機械設計製造
19900729	フレ－ム組立
19900730	プラント等設計製作
19900741	製鉄機械保守建設工事
19900744	電気設備工事
19900749	電気計装通信設備設計施工
19900750	家具製作販売
19900754	商業施設企画設計施工
19900757	仕上リホ－ム工事
19900762	各種機械加工
19900769	ホ－ムセンタ－
19900770	各種機械製造販売
19900773	プラント配管設計
19900774	建設業
19900775	アルミニウム製造
19900776	ロックウ－ル製造
19900777	ガスケット建材
19900779	鉄筋加工組立
19900781	各種制御機器
19900784	精密機械設計製作
19900785	設計製図
19900787	軸受製造
19900788	電力産業用機器研究開発製造
19900790	写真製版印刷
19900794	自動車部品製造工作機械設計
19900795	インテリア製品卸売
19900802	情報制御システムエンジニアリング
19900808	給排水設備施工
19900813	自動車部品製造
19900822	電話加入権売買
19900823	ソフトウエア開発ＯＡ機器販売
19900824	電気機械設備施工
19900825	液晶ディスプレイ開発生産
19900832	建築設計監理
19900834	金属建材生産
19900840	土木工事
19900841	理容美容
19900842	美容業
19900843	理容美容
19900845	昇降機販売設計据付
19900846	フ－ドサ－ビス
19900847	酒類食品卸売
19900852	レストラン
19900855	金属部品製造
19900862	卸売業
19900864	パン洋菓子製造
19900866	下水道浄化処理施設機器運転
19900869	建築設計施工管理
19900871	総合飲食業
19900876	食肉卸・加工
19900878	ふっそ樹脂等加工
19900882	通信機器設計工事
19900883	産業用機械装置の設計製作
19900885	電子機器開発製造
19900887	土地測量
19900889	電気電子設計
19900896	キャノン製品販売技術管理
19900899	建設資財販売
19900906	運送業
19900907	積算・施工図作成
19900908	建築工事
19900913	包装資材機械販売
19900922	石油製品販売
19900923	液晶ディスプレイ開発製造所
19900924	ハンバ－ガ－製造販売
19900928	コンクリ－ト製造販売
19900929	軸受・等速ｼﾞｮｲﾝﾄ製造販売
19900930	ソフトウエア情報システム開発
19900932	自動車部品製造
19900936	各種通信システム設計施工
19900943	自動車販売整備
19900945	建築設計管理
19900947	航空運送事業
19900948	航空運送事業
19900955	建設工事ソフトウエア開発
19900958	基礎杭打工事
19900963	建設業
19900966	各種電話販売保守
19900975	土木作業
19900976	旭化成建材（株）販売施工特約店等
19900977	自動車整備販売
19900978	木製品、自動車内装部品、住宅用部材製造
19900979	土木建築資材販売
19900983	自動車内装部品製造販売
19900985	電算機システム設計ソフト開発
19900986	廃棄物処理施設設計施工管理清掃
19900993	レストラン
19900996	総合情報サ－ビス(ソフトウェア開発等)
19900999	レストラン経営
19901002	農業機械部品製造
19901007	機械器具製造
19901011	電算機用モ－タ製造
19901012	各種建設機械製造販売
19901014	総合建設業
19901017	土木建築設計測量
19901020	総合建設業
19901024	広告看板製作建築塗装
19901030	カメラ等販売
19901032	貨物運送事業
19901034	住宅関連商品製造販売
19901036	建築設計施工管理
19901042	総合建設業
19901043	製鉄化学装置機器設計製作据付
19901044	産業用工作機械企画設計製造販売
19901047	綿合繊帆布，家庭用浄水器製造販売
19901051	建設業
19901055	貨物運送業
19901058	ソフトウエア開発販売
19901059	建設業
19901065	精密ねじ及び計測機器等製造
19901067	運送事業
19901074	建設業ＯＡ機器販売
19901076	冷暖房設備据付保守
19901079	建設業
19901087	婦人服販売
19901089	飲食店
19901094	ディスコレストラン
19901097	電気通信事業
19901099	半導体電子管販売
19901104	印刷物全般・紙管製造
19901105	写真撮影
19901106	婦人服専門店
19901109	レストランホテル，ゴルフ場
19901116	女性衣料専門店
19901118	新聞印刷
19901120	倉庫業
19901122	航空機地上サ－ビス
19901123	建設業
19901126	各種機械設計製作
19901128	土木測量設計
19901132	歯車等製造販売システム制御開発
19901133	ソフトウエア開発システム設計分析
19901137	自動車用ＡＢＳ開発製造販売
19901138	土木建築工事
19901139	青果卸売販売
19901144	フレキソ印版製版
19901145	有線放送業
19901146	産業省力機器部品の総合販売
19901149	電子・電気機器設計開発
19901152	ソフト開発作成通信機器販売保守
19901163	石油精製プラント設計施工
19901170	自動車用タイヤ等卸売
19901174	総合レンタル業
19901179	機械部品加工
19901181	自動車用タイヤ等卸売
19901185	シ－ト防水施工
19901186	機械・構造物等設計製図
19901193	印刷全般
19901195	手編毛糸梳毛織糸
19901196	毛織物製造
19901197	繊維加工用樹脂等生産
19901200	建設業
19901201	食品卸売
19901203	エレベ－タ保守
19901208	土木建築用防水機化学薬品製造販売
19901217	ソフト開発
19901219	金属接合材料製造販売
19901221	コンピュ－タ機器保守
19901223	電子顕微鏡等製造・開発・販売
19901227	美容業
19901228	総合建設業
19901229	青果物卸売
19901230	理美容業
19901232	建築設備工事
19901247	機械設備管理保守
19901251	ホテル業
19901252	印刷業
19901253	コピ－機製造販売
19901255	塗装業
19901257	工業用ゴム製品製造販売
19901258	バネ製造
19901259	給配水設備等設計施工
19901262	各種機械部品溶接プレス
19901268	ビル経営ホテル等営業
19901271	建築用鋼材加工
19901272	建設業（型枠工事）
19901275	呉服販売
19901278	アルミ建材卸売
19901281	予備校
19901286	自動車用電線製作
19901289	金属精錬業
19901291	ソフトウエア開発
19901292	グラビア輪転印刷加工
19901294	電子機器等設計製造
19901302	港湾運送事業
19901304	土木建築工事
19901308	各種設備工事設計施工
19901310	港湾土木工事，土木工事一式
19901312	建築土木全般
19901313	ホテル等経営
19901314	空調設備保守管理
19901318	自動車部品製造
19901321	食用油脂・油粕・配合飼料・倉庫業
19901322	カ－リ－ス
19901323	工業薬品販売
19901325	船舶艤装部品製作
19901327	制御機器販売
19901328	建設業  鉄筋工事
19901331	富士通ディ－ラ－
19901335	コンピュ－タコンサルテｲング
19901337	空調機器卸売
19901339	産業用機械設計製作
19901341	タイル・石・レンガ施工
19901344	輸送用機器製造
19901346	レストラン
19901349	内装仕上工事
19901350	建設業
19901352	建設業
19901357	コンクリ－ト製品製造販売
19901358	空調機器製造
19901359	ビル設備据付工事メンテナンス
19901360	社員食堂レストラン
19901362	工業用ミシン販売
19901364	電気通信工事
19901366	カ－用品販売
19901368	総合建設業
19901370	繊維製品卸売
19901371	土木測量
19901372	総合建設業
19901373	土木工事業
19901379	配合飼料，有機肥料製造販売
19901381	コンピュ－タ関連機器保守
19901387	美容用品卸
19901388	モ－タ－ボ－ト等製造
19901393	ソフト開発
19901395	省力機械及び産業機械治具の製造加工
19901397	電気機器製造業
19901398	ブラザ－製品販売
19901401	焼結粉末合金部品の機械加工
19901405	総合食品卸売・ﾚｼﾞｬｰ産業
19901414	ソフト開発
19901415	各種レ－ダ等開発設計
19901416	建築工事
19901420	医療機器販売
19901421	電気製品研究開発
19901423	非鉄金属製品販売
19901427	旅館
19901428	電気通信設備
19901432	電気設備設計施工
19901433	フォ－クリフト等製造
19901437	ビデオ製造
19901438	横河電機製品ＳＥ
19901441	エレベ－タ保守据付
19901450	ハンバ－ガ－チェ－ン店
19901451	コンピュ－タ業
19901455	管工事設備等請負
19901456	製紙業
19901459	合成繊維等製造
19901460	小径ベアリング，コンピュ－タ，その他精密部品
19901462	自動車電装品等卸販売修理
19901463	家庭電化製品，住宅用設備機器の販売，修理
19901464	冷凍・冷蔵庫設計工事・保守
19901472	電気機械器具製造
19901473	工作機械販売
19901480	機械工具卸売
19901481	自動車部品製造
19901482	ス－パ－マ－ケット
19901483	建物総合診断
19901485	注文住宅分譲住宅
19901486	浄水場交替勤務
19901488	プラント・機械・造船の設計
19901489	食品製造販売
19901490	自動制御システム設計製作
19901491	製缶溶接機械加工
19901497	各種機械製作
19901498	大型機械部品
19901499	惣菜製造販売
19901501	ウインチ等製造
19901502	建設業
19901504	機械設計製図、監理
19901506	総合建設業
19901512	タイル工事施工
19901514	自動車部品・用品、機械工具卸売
19901515	産業機械等製作
19901517	電子計測機等の保守サ－ビス
19901519	総合装飾業
19901520	家電製品全般販売
19901526	酸性染料の製造販売
19901527	有線放送機器装置販売取付工事
19901529	ポスタ－・チラシカタログ等
19901531	アルミ合金鋳物鋳造加工
19901534	総合建設コンサルタント
19901535	ホテル飲食店
19901536	土木・造園・舗装しゅんせつ工事他
19901537	
19901539	土木工事地盤改良杭工事
19901544	住宅関連商品の販売
19901547	化粧品製造
19901548	建材製品機器製品電機製品
19901549	農業協同組合事業
19901550	プラント・ソフトエンジニアリング
19901551	コンピュ－タ販売ソフト開発等
19901552	工作機械等卸売
19901554	精密機械部品加工機械工具販売
19901556	理・美容業
19901559	総合建築業
19901562	建築測量工事
19901565	資格取得者養成学校運営等
19901566	店舗用エアコン等販売・設置・保守
19901567	土木建築請負業
19901568	溶接材料販売等
19901570	住宅ビル設計施工
19901571	カメラ用品等販売
19901572	オ－トメ－ション機器設計製作
19901573	自動車修理・販売
19901574	薬品製造
19901575	特殊鋼・鋳鍛鋼品製造販売
19901577	トヨタ車販売修理
19901578	土木建築業
19901579	建設業
19901580	建設業
19901581	建設業
19901583	コンクリ－ト製品製造
19901587	プリント基盤配線組立
19901588	建設業
19901589	通信機器製造
19901590	各種システム設計
19901595	ホテル
19901596	機械部品製造
19901597	空調給排水設備設計施工
19901598	建築用材販売
19901599	給食弁当仕出し
19901602	水泳指導及び水泳用品販売
19901603	自動化システム電気工事
19901604	自動車部品等製造
19901605	輸入自動車販売修理
19901606	自動車用部品冷凍車製造
19901609	冷暖房機器製造
19901610	住宅地図出版販売
19901611	産業用機械製造
19901613	靴衣料品等販売
19901615	ＯＡ機器製造
19901616	写植版下作成
19901617	食品製造
19901619	ホテル
19901620	アクセサリ－雑貨等企画販売
19901623	総合ＯＡコンサルタント
19901625	レコ－ド楽器小売販売業
19901626	システム開発
19901627	工務警備
19901629	総合製本業
19901631	船舶関連機器卸および小売
19901632	プラント機器等設計製作等
19901633	総合印刷業
19901634	ＦＡ関連生産設備の設計製作
19901635	電気部品製造鋳造・加工・仕上
19901638	総合小売業
19901639	精神薄弱者更生施設
19901641	ステン鈑金加工業務用厨房等
19901642	建設業・不動産業
19901643	制御用コンピュ－タ設計
19901646	一般総合美容業
19901647	紳士服専門店チェ－ン
19901648	
19901649	自動制御システム等の構築・設計・施工
19901650	医療・保健
19901652	橋梁鉄塔等設計製作施工
19901653	電気機器製造業
19901654	スイミングスク－ル等
19910036	#NAME?
19910043	和菓子製造
19910044	エンジン機器製造
19910047	塩化ビニル樹脂原料の製造
19910051	鉄塔類製作販売
19910063	建設業
19910070	高級婦人服
19910075	外食チェ－ン
19910076	レストラン
19910077	レストラン
19910085	精密機能部品製造販売
19910087	電気事業
19910099	ソフトウェア開発
19910105	計器点検工事等
19910112	運送業
19910117	ソフトウェア開発システム販売
19910121	建設業
19910124	ショッピングセンタ－
19910137	自動車販売整備
19910138	電気設備工事
19910147	合成繊維等製造
19910156	建設業・不動産業
19910168	ス－パ－マ－ケット
19910169	ブラウン管
19910180	工業硝子製品製造
19910194	自動車販売修理
19910195	事務用品，文具，OA機器等販売
19910202	石油製品販売自動車販売整備
19910203	工業用モデル製造
19910209	自動車タイヤ製造
19910221	建設業
19910236	建築設計監理
19910240	電子部品流通管理
19910242	自動車部品製造
19910248	各種プラント設備・機械設備の設計・建設・保全工事（プラントエンジニアリング）
19910255	鉄筋加工組立工事
19910261	電気機器製造
19910267	半導体製造機器生産
19910269	建築装飾品製造販売
19910271	コンタクトレンズ
19910275	建築事務所建設業
19910284	水産物加工販売
19910286	医薬品等小売
19910289	石油製品卸小売
19910290	総合建設業
19910312	クレ－ン建設業
19910314	中華レストラン
19910315	弁当惣菜
19910320	建設業
19910323	空調設備工事
19910329	アルミ製品鋳造
19910338	食品製造
19910339	機械電気設備設計製作据付整備
19910342	運送倉庫業
19910344	コンピュ－タハ－ド・ソフト
19910345	スチ－ル棚製造販売据付工事
19910353	外食産業
19910359	土木建築工事
19910364	レストラン
19910371	レストランホテル業
19910374	セキスイハイム生産
19910382	総合建設業
19910384	コンピュ－タシステム開発
19910400	家電製品販売修理
19910406	建築設計管理
19910408	総合印刷業
19910409	鋼構造物設計製作施工
19910425	建築設計
19910426	自動化装置の開発・設計・製作
19910427	プラント用配管設計施工
19910438	写真製版
19910439	印刷用インキ販売
19910440	印刷機械販売
19910444	建設業
19910445	建築一式，土木一式，リフォ－ム等総合建設業
19910451	自動販売機の販売
19910454	土木建築業
19910457	洗浄、乾燥機製造
19910462	総合建設業
19910471	電気設備工事業
19910479	ホテル業
19910483	ゴム製品製造
19910487	設計・施工
19910489	設計施工販売
19910499	業務用酒食品卸
19910501	ソフトウエア研究開発
19910506	船舶造修業
19910507	自動車部品製造
19910510	電気計装通信設備設計施工
19910512	銀行業務
19910513	自動車部品製造
19910518	自動車用ブレ－キ綿糸
19910520	都市ガス業
19910525	構造物製造販売
19910526	ディ－ゼル部品、内燃機関精密部品製造
19910528	電気機器製造
19910529	エレベ－タ－エスカレ－タ－
19910536	超硬耐摩工具
19910545	自動車部品製造
19910546	建設機械製造販売
19910547	医療機械器具製造一般機械器具製造
19910552	昇降機の保守点検
19910558	飲食業
19910561	鋼構造物の設計製作，工場設備の保守保全
19910564	総合化学工業
19910566	ＯＡ機器事務用品販売
19910577	鮮魚加工
19910578	ユニフォ－ム販売
19910579	美容室の経営
19910580	美容室の経営
19910582	経理登記事務
19910583	飲食業
19910590	総合建設業
19910594	電子機器設計製作ソフト開発
19910596	塗料卸販売
19910597	総合建設業
19910598	機械部品製造販売
19910603	測量・土木設計
19910604	電気通信工事
19910609	照明用ソケットスイッチ
19910613	発破作業
19910616	コンピュ－タ関係開発設計
19910617	醸造用精米機製造販売
19910634	自動車販売修理
19910636	自動車部品電算機周辺装置
19910643	印刷業
19910647	ソフトウエア開発
19910648	コンピュ－タ保守ソフトウエア開発
19910661	電気機械器具製造
19910662	情報処理システム設計保守
19910671	船舶関連商品販売修理
19910682	建設機械特殊車両
19910686	石油等販売
19910687	機械器具修理
19910688	美容業(美容室)
19910690	食品総合卸
19910695	総合建設業
19910698	医薬品販売
19910699	ＯＡ機器設計販売
19910700	カメラＡＶ販売
19910701	美容
19910706	電気機械製造販売
19910712	産業用ロボット設計製造販売
19910722	総合物流業
19910727	理容業，美容業
19910736	鋼製型枠等設計・製造
19910744	金属精錬業
19910746	タイル施工工事
19910750	建材販売工事
19910757	オ－トバイ販売修理
19910778	工業用ゴム製品
19910785	リゾ－トホテル
19910789	高級婦人服
19910798	電気機械器具製造
19910801	自動車販売整備
19910802	美容業
19910807	酸化チタン，硫酸等　製造販売
19910808	貨物自動車運送
19910812	菓子卸売
19910813	飲食業
19910816	内装仕上不動産
19910822	電子回路設計
