企業番号	"生産品目"
19960509	一般印刷
19960511	土木建築工事
19960514	レストラン
19960551	石製品加工・販売
19960552	菓子製造業
19960563	総合建設業
19960576	土木建築工事
19960577	土木工事
19960579	一般建築，修繕工事
19960584	機械部品表面処理
19960610	地質調査
19960616	
19960626	土木事業
19960629	電気設備工事
19960634	外食業
19960636	造園種苗生産販売
19960650	不織布素材を使用した製品製造
19960656	家電用電化製品ＯＡ等販売修理
19960657	CATV工事空調工事家電工事
19960662	貨物自動車運送業
19960670	建設業 電気工事
19960671	倉敷チボリ公園の管理・運営
19960680	貨物運送事業
19960692	美容業
19960698	金型を主とする機械金属切削加工
19960706	総合建設業
19960710	建築設計製図現場調査
19960713	ベット製造
19960714	倉庫・運送業
19960719	ダイヤモンド工具及び関連商品販売
19960723	ツ－バイﾌｫ－工法住宅の構造材カット，セット・組立等
19960725	強化プラスチック製造業
19960727	レ－ザ－加工品精密板金
19960728	レ－ザ－加工プレハブ部材製造
19960729	一般建設業（注文住宅）
19960731	総合建築請負
19960733	ＦＡ及半導体設備の製造
19960737	建設業
19960739	屋根，板金工事
19960741	土木建設機械等総合リ－ス
19960747	印刷全般
19960749	電柱根本復旧工事地中線工事
19960753	鉄筋工事ガス圧接工事
19960754	在来，２Ｘ４工事設計・施工
19960756	鉄骨建築業
19960762	電気設備工事
19960765	プラント設備工事
19960766	食肉加工食品配送小売り
19960768	システムキッチンユニットバスその他住宅設備機器監理施工業
19960769	電気工事業
19960770	メカニカルシ－ル等販売修理
19960771	クラリオン製品修理
19960772	電気工事業
19960773	自動車修理全般
19960778	一般建設業
19960782	一般内科
19960783	電気工事業
19960784	電力システムエンジニアリング
19960786	構内業務請負業
19960788	建築業
19970007	計測機器製造
19970098	金属精錬業
19970099	観光バス事業旅行業
19970120	木造建築
19970124	製造
19970155	住宅施工管理
19970158	機械器具設置工事，管工事
19970162	管工事業
19970166	半導体集積回路生産販売
19970182	海上標識保守管理点検修理
19970197	各種歯車及び軸物設計製作
19970198	農業機械の部品等設計製作
19970206	美容業
19970215	鉄筋工事業
19970226	石油製品金物建材等卸・小売
19970227	自動車部品金型精密治工具製造
19970228	自動車部品及び住宅用門扉製造
19970229	上下水道用機材製造販売
19970230	自動車エンジン機密部品製造
19970231	制御盤・配電盤用鉄板ＢＯＸ加工
19970274	紙製品卸販売
19970293	写真・レ－ザ－用色素
19970313	高級婦人服の製造研究開発
19970353	フォｰクリフト等販売・修理
19970355	機械電気設計開発ソフトウェア開発
19970364	半導体製造に関わる諸作業
19970372	アパレル製造小売専門店チェｰン
19970379	工業炉建設・保守
19970387	電気・通信・計装・防災等総合設備設計施工
19970388	自動車用組電線
19970396	合成樹脂製品製造
19970403	建設業
19970412	総合建設業
19970429	枠組壁工法住宅の営業・設計・施工・管理・請負業務
19970430	住宅関連設備機器，資材販売施工等
19970433	居酒屋チェ－ン
19970448	業務請負業
19970473	PPﾌﾗｯﾄﾔｰﾝ・ｶｰﾍﾟｯﾄ基布等製造販売
19970492	染色整理
19970496	総合建設業
19970511	土木建設業
19970534	精密機械器具製造・販売
19970546	総合建設業ミスタ－ビルド
19970551	総合卸売
19970552	全酒類・飲料水卸売
19970561	新車整備納車整備
19970564	自動車用部品製造
19970567	食品等卸売通信販売
19970576	半導体洗浄装置設計・製作
19970658	飲食業
19970659	理容業
19970668	汎用機の各種システムの企画開発
19970683	機械装置据付
19970688	遊技場経営(パチンコ店)
19970689	パチンコ店
19970705	製鋼用・鋳造用副資材製造
19970709	一般美容
19970714	
19970729	金属製品加工船舶配管工事
19970736	総合建設業
19970745	電気通信設備工事
19970746	理容
19970747	中小型車の製造
19970757	産業用設備機械設計製作保全
19970761	総合美容サロン
19970768	船舶用ﾃﾞｲ-ｾﾞﾙｴﾝｼﾞﾝの特殊部品製造
19970771	動力機械設備保守配管,機器据付
19970772	超ＬＳＩ開発製造
19970776	貨物運送業建設業
19970777	総合室内装飾業
19970782	自動車鈑金塗装
19970784	和食レストランチェ－ン
19970787	科学機器工業機器販売製作工事修理
19970790	印刷機用ロ－ラ－粉体・静電塗装
19970791	生鮮食料品販売
19970792	建築工事業
19970793	一般総合美容
19970794	塗料全般シンナ－製造販売
19970797	橋梁・水門・鉄骨各種プラント設備
19970803	美容業
19970806	建設業不動産取引業
19970812	農業用機械・産業機械製作
19970813	外食産業お好み焼きﾁｪ-ﾝ
19970819	建設業
19970821	ソフト開発情報処理サ－ビス
19970822	建設業建設資材製造
19970824	美容全般
19970825	企画・デジタルデザイン・撮影・オフセット印刷・紙器・製本
19970826	回転寿司営業寿司製造販売
19970827	衛生器具取付給排水工事
19970829	社寺一般建築土木造園設計施工
19970832	変減速機・電動機製造
19970833	各種機械取付修理
19970837	アウトソ－シング事業
19970839	自動車販売・修理鈑金
19970840	焼却炉・集塵装置健康関連卸販売
19970978	機械器具（金型）フィルタ製造販売
19980053	海運業・陸運業倉庫業
19980063	大物機械部品・精密小物部品の機械加工
19980067	各種化学分析・半導体製造装置保守
19980068	制御システム設計開発
19980073	産業機械制御装置開発・製造・販売
19980085	パン和洋菓子製造・販売
19980147	寿司  和食
19980150	美容全般
19980170	電子デバイス，電子応用，レーダ他製造等
19980187	電気工事業
19980221	情報処理業務のｼｽﾃﾑｺﾝｻﾙﾃｨﾝｸﾞ等
19980232	原油・石油製品輸入製造販売
19980262	鉄筋工事業
19980266	電気通信線路施工
19980275	産業機械部品の銑鉄鋳物製造業
19980315	飲食業
19980323	自動車整備業
19980326	工作機械電子部品装置等販売
19980338	オンライン機器のメンテナンス
19980357	合成樹脂合成繊維生産・開発
19980385	スポ－ツシュ－ズ小売業
19980387	中国料理
19980395	配管空調設備土木工事衛生工事
19980399	一般建設業プラント建設業
19980407	建設業
19980417	きもの・洋服のお手入れ及びガード加工
19980423	製造サ－ビス業
19980424	製造サ－ビス業
19980426	運送業・倉庫業
19980430	総合フ－ドサ－ビス業
19980440	居酒屋レストラン
19980459	総合環境衛生管理事業
19980474	衣料品・住居関連品・食料品総合小売業
19980475	レストラン経営
19980486	一般産業機械設計組立保守
19980488	企画デザイン・情報サービス・プリンティング
19980514	石油製品販売
19980523	石油製品販売
19980560	建築鉄骨製造
19980587	総合電気設備工事
19980588	電気通信サ－ビス加入手続き代理店
19980590	CAD/CAMシステム関連ﾏｼﾝ販売開発
19980591	ｺﾝﾋﾟｭ-ﾀｿﾌﾄ開発
19980593	住宅内外装材印刷加工
19980594	家電製品小売修理
19980597	美容業(美容師)
19980598	総合建設業
19980603	総合リ－ス業
19980606	制御盤・配電盤等金属製箱製作
19980609	和食レストランチェ－ン経営
19980610	鋳造業
19980613	スチコン製造販売
19980615	ｵ-ﾄﾊﾞｲ，ｴﾝｼﾞﾝ ﾐｯｼｮﾝ等製造
19980618	不定形耐火物製造販売
19980619	住宅・店舗・ビル等リフォ－ム
19980623	建設業
19980624	自動制御機器販売設計施工
19980627	防災システムのメンテナンス
19990057	日立ｺﾝﾋﾟｭ-ﾀ情報通信機器保守
19990068	オンライン機器のメンテナンス
19990071	理容業
19990078	一般土木、建築工事
19990132	飲料，酒，薬品等容器ｷｬｯﾌﾟ製造
19990150	小麦粉製造
19990174	鮮魚冷凍魚卸売業
19990218	美容業
19990234	医療用ﾌﾟﾗｽﾁｯｸ容器製造販売
19990239	日刊新聞印刷等
19990253	国内・海外ゴルフ場経営
19990256	中国料理
19990272	総合美容
19990278	美容業
19990299	家電部品プレス加工
19990307	補償コンサルタント
19990334	建築一式，プレバブ工事
19990343	予備校経営
19990348	焼肉店
19990359	洗濯業
19990360	総合建設業
19990362	建築大工
19990364	理容
19990377	美容業全般
19990381	電気・空調・給排水・消防設備点検・清掃
19990382	建設業
19990385	飲食店ふぐ料理専門店
19990386	建物建築設計施工
19990388	合成樹脂フィルムの製造販売
19990389	運輸に付帯するサ－ビス業（検数・検量・検査業）
19990391	ボイラ・濾過機・空調機ポンプ･点検・保守
19990392	電気通信・消防施設
19990393	社寺建築
19990394	工業用ゴム部品製造・販売
19990396	高圧ガス充墳設備管理
19990398	出版物の企画・製作・販売並びに学習塾経営
19990401	一般電気工事業
19990402	オｰトバイ販売・修理
19990403	断熱工事，空調ダクト工事
19990404	呉服・和装小物，宝石，毛皮展示会販売
19990410	高圧ガス設備検査工事・配管機械の据付
19990411	業務請負業（電子部品製造マシンオペレータ）
19990416	LPガス・ガス機器販売
19990417	電子部品の製造ファクトリｰアウトソｰイング
20000032	コーンスターチ・水飴・果糖ブドウ糖
20000068	半導体液晶製造装置設計製作
20000105	情報通信機器・システムのサポートサービス
20000122	理・美容全般
20000125	自動車内装プラスチック部品製造・加工・組立 
20000145	理美容業
20000149	配合飼料の製造
20000195	高圧ｶﾞｽ設備設置修理工事
20000199	電子部品製造販売
20000200	自動車用組電線
20000220	一般建築，木材・新建材販売
20000222	機器部品販売・修理・保守，設備･システム工事
20000244	美容
20000268	産業廃棄物処理事業，工業薬品等販売
20000289	建築一式，プレバブ工事
20000326	音楽情報番組企画制作，有線放送運営工事
20000331	クリーニング業
20000335	理容師
20000349	業務請負業（電気・電子部品組立製造）
20000360	染料・精密化学品・接着剤の製造販売
20000364	ﾊﾟﾁﾝｺ店でのﾜｺﾞﾝｻｰﾋﾞｽなど
20000366	総合ビルマネジメント業
20000369	電気・情報通信・防災設備工事設計施工保守
20000371	建築・土木工事業
20000378	美容業
20000382	ベアリング，ベルト，オイルシール販売等
20000384	美容室
20000386	塗装工事業
20000387	自動化・治具設備設計製作・加工
20000388	労働者派遣業，業務請負
20000391	自家用発電設備メンテナンス
20000392	自動車硝子販売・修理
20000393	複写・印刷・デジタル情報加工
20000395	建築工事を主とした建設業
20000400	ビルメンテ・プラント運転他サービス業務
20000401	建築一搬
20000402	溶接・機械加工を中心とした技能請負
20010006	バスガイド業務請負業・労働者派遣業
20010016	たばこパッケージ等の印刷
20010027	美容サービス業
20010033	電気機械の製造
20010058	菓子袋等の製造
20010064	総合レジャーアミューズメント事業
20010101	美容業
20010102	美容業
20010103	美容業
20010104	美容業
20010105	美容業
20010106	活けふぐ料理専門店チェーン
20010117	建設業，建材製品加工販売等
20010202	大衆食堂（定食屋）
20010249	木造注文住宅の施工監理
20010260	総合建設業不動産企画コンサルティング業
20010280	石油製品の運送、請負作業
20010315	特定建設業
20010316	ソフトウエア開発、情報処理サービス
20010334	自動車納車前整備、用品取付
20010341	ソフトウエア開発
20010347	はっか脳、油、薬用人参及びエキス製造販売
20010350	機械の据付、配管工事
20010368	土木工事現場施工一式
20010369	公共事業家屋建物調査測量等
20010377	製菓材料卸売
20010379	運輸・ｻ-ﾋﾞｽ
20010380	外装工事業
20010381	精密理科学機器納入調整、保守ｻｰﾋﾞｽ
20010385	授産施設
20010390	紙箱製造
20010391	土木設計・工事
20010394	石油製品販売
20010395	住宅壁・屋根強化防水塗装等
20010396	洋菓子製造販売
20010398	戸建及び集合住宅用建材の製造・販売
20010401	絵画・アパレル・装飾品輸入卸販売
20010402	一般建設業、土木建設、外構工事、建築
20010404	環境整備業
20010406	一般住宅の建築
20010407	プラント設計・製作・施工
20010408	IT関連部品表面処理、精密再生洗浄
20010409	中古車販売
20010411	住宅設備機器ﾒﾝﾃﾅﾝｽ、販売、企画、取付
20010414	宝飾品製造・卸・販売
20010415	貨物運送取扱事業等
20010417	建設業（塗装・防水工事）
20010421	衛生設備工事、水道配管、官公庁工事
20010423	各種プラント機器、配管、鉄骨工事
20010424	総合住宅リフォーム
20010426	仕出し料理、弁当等の製造・販売
20010427	制御用コンピュータ－のソフト開発
20010428	パソコン教室、人材派遣業
20010429	自動火災報知設備・放送設備
20010430	不動産販売業、不動産賃貸業
20010431	通信機器販売・修理・保守メンテ・工事
20020031	建設業（土木・建築）
20020038	躯体工事，建築工事，土木工事
20020043	美容一般
20020051	印刷インキの製造
20020062	小売業（ホームセンター）
20020071	運輸・倉庫（物流）
20020119	美容一般
20020131	理容・美容全般
20020139	配合飼料製造販売
20020161	電子部品卸売り
20020174	建設鳶工事，配管鉄骨工事等
20020179	理美容
20020181	介護サービス業
20020193	美容一般
20020194	美容一般
20020201	鮮魚・冷凍魚卸売
20020207	機械工具部品卸売
20020214	土木工事，建築躯体工事
20020219	パソコン教室，ＩＴ講習，企業ＩＴ指導
20020222	醸造，各種省力化機械製造・組立
20020223	美容・理容
20020230	遊技場経営（パチンコ）
20020233	新車・中古車店頭販売
20020239	ブランドジュエリー販売
20020252	建設産業用機械器具設置工事業
20020253	美容院業
20020266	貨物自動車運送，構内作業
20020268	ＯＡ，事務用機器の販売，リ－ス
20020272	放射性診断用医薬品製造販売
20020273	宝飾品の製造・販売
20020274	国際観光旅館
20020275	自動車用・自動変速機無断変速機製造・販売
20020286	人材派遣業・ｱｳﾄｿ-ｼﾝｸﾞ業・ＩＴ事業・音楽事業
20020287	食品卸売業
20020297	農業用機械部品製造
20020299	鳶工事，土木工事，土工工事
20020302	住宅・店舗等注文建築等住宅販売
20020304	住宅リフォ－ム全般，耐地震・補強・住環境改良商品
20020308	土木工事，建築工事，総合建築物解体工事
20020313	美容業
20020314	情報処理ｻｰﾋﾞｽ，ｱｳﾄｿｰｼﾝｸﾞ事業
20020315	床下換気扇の販売
20020316	塗料調色
20020320	製造構内業務請負業
20020321	住宅の建設・改築
20020323	クリーニング業
20020324	仏壇・仏具・墓地・墓石・法要・ギフト販売
20020325	ゴルフ場
20020327	電子・電気応用機器組立加工
20020329	外食チェーン店の経営
20020331	土木工事業，舗装工事業
20020332	大型仮設機のリース・設計・施工・販売
20020333	工業薬品・試薬・防疫剤・理化学器具の販売
20020336	飲食店経営
20020337	自動機設計製作
20020338	製油所構内における請負作業
20020345	宝石・貴金属の卸・店舗販売
20020347	自動車販売整備，自動車保険
20020348	電気設備・通信工事設計，施工，管理
20030067	クレーン建設業，一般貨物運送業，観光バス
20030072	土木工事，上下水道工事，建築工事
20030078	ビル設備管理昇降機冷凍空調設備据付保守
20030081	土木工事一式
20030096	住宅の建築施工及び管理
20030107	海外商品先物取引業
20030108	建築業
20030124	販売促進・店舗演出用品の企画・製作・販売
20030143	美容一般及びメイクアップ
20030165	一般土木，舗装，水道，管工事等
20030166	新聞販売業
20030190	美容一般，エステ
20030196	医薬品配送
20030202	籐製品・パイプ家具等卸売業
20030222	ソフトウェア開発，携帯コンテンツ製作
20030232	一般理容全般
20030233	美容全般
20030234	理・美容全般
20030235	美容全般等
20030236	美容全般
20030255	船舶部品産業機械等組立
20030256	船舶，一般住宅，建設等木艤装品製造販売
20030257	造園業
20030260	割烹料理店
20030265	料理店及び仕出し料理の製造販売
20030268	スポーツ用品小売販売
20030269	情報サービス業及び有料職業紹介事業
20030274	インテリア製品の製造・販売
20030276	建築工事業
20030280	建築・土木・舗装
20030284	産業・医療ガス及び関連機器の製造と販売
20030286	昇降機設備のメンテナンス業
20030289	バルブ・パッキン機器類の販売加工
20030290	自動車販売整備，カー用品販売，損保代理店
20030291	遊技場経営(パチンコ店)
20030292	遊技場経営(パチンコ店)
20030293	遊技場経営(パチンコ店)
20030294	遊技場経営(パチンコ店)
20030295	遊技場経営(パチンコ店)
20030296	遊技場経営(パチンコ店)
20030297	遊技場経営(パチンコ店)
20030302	美容業
20030308	ｺﾝｸﾘｰﾄ製ｶｰﾃﾝｳｵｰﾙ，構造部材
20030311	ﾊﾟﾁﾝｺ店
20030318	鉄筋組立，鉄筋加工
20030328	建設
20030331	ブランドジュエリー・アクセサリー販売
20030332	ブランドアクセサリーの販売
20030333	船舶電気艤装設計，修理工事
20030334	石油製品販売
20030336	住宅リフォーム全般・通信事業
20030339	飲食店３９店舗経営
20030340	工場ﾌﾟﾗﾝﾄ設備の洗浄
20030341	住宅関連商品の販売施工
20030344	プラント建設，メンテナンス工事
20030345	鶏卵卸売，鶏卵加工販売
20030350	鋼板加工販売
20030354	鳶工事業
20030356	製氷，ドライアイス販売，冷凍・冷蔵倉庫業
20030359	総合住宅リフォ－ム建築工事業
20030360	総合住宅リフォ－ム建築工事業
20030361	家庭医薬品，健康食品点検販売ルート営業
20030362	ペ－パ－ハニカム、段ボールケース
20030363	チルド食品流通センター
20030364	一級建築士事務所・総合建物リフォーム工事業
20030367	機械器具設置工事業
20030368	システム開発，機械設計受託
20030369	土木工事業
20030370	ハンドリラクセーション業務
20030371	情報システム開発事業
20030372	情報システム開発事業
20030373	情報システム開発事業
20030374	情報システム開発事業
20030375	情報システム開発事業
20030376	情報システム開発事業
20030377	情報システム開発事業
20030378	情報システム開発事業
20030379	情報システム開発事業
20030380	情報システム開発事業
20030381	情報システム開発事業
20030382	情報システム開発事業
20030383	情報システム開発事業
20030384	情報システム開発事業
20030385	情報システム開発事業
20030386	情報システム開発事業
20030387	情報システム開発事業
20030388	金属製品製造業
20040082	木造注文住宅「住友林業の家」施工管理
20040086	コンクリ－ト建築物　モルタル塗装，化粧塗
20040116	自動車部品設計製図
20040151	金属加工・屋根・板金工事
20040163	コンピュ－タソフトウエアシステム開発
20040173	外食産業
20040182	ﾄ-ﾀﾙリフォ－ム
20040183	各種精密プラスチック部品製造，金型設計，製作
20040189	仕出し料理製造販売
20040213	遊技場経営，飲食，託児，ﾃﾞｻﾞｲﾝ制作
20040215	ブライダル関連商品販売
20040223	中国料理，和食レストラン，ラ－メン専門店
20040243	各種ポリエステル繊維生産研究開発
20040252	クリーニング
20040268	自動車部品製造業
20040282	電気事業
20040286	19科の総合病院
20040287	特別養護老人ホ－ム
20040293	コンピュ－タ・情報通信機器の保守サ－ビス
20040313	医療用プラスチック製品製造販売
20040315	農業，建設機械，環境商品販売・修理サ－ビス
20040317	日本「料理，回転寿司，宅配センタ－
20040320	総合住宅リフォ－ム建築工事業
20040325	自動制御盤設計製作
20040330	畳の機械製造・販売
20040338	港湾運送事業
20040343	建設業（塗装，防水，仮設，土木）
20040346	製造業務請負業
20040350	空調設備業
20040352	ソフトウエア開発，デ－タエントリ－
20040355	木造住宅，新築，増改築工事，施工
20040356	電気工事全般
20040357	病院
20040362	設備工事関係
20040364	美容に関する仕事
20040372	電気工事，工場内設備補修等
20040374	結婚式及び記念行事の映像記録
20040377	ソフトウエア業・コンサルティング営業
20040378	アウトソ－シング及び一般労働者派遣事業
20040380	食料品・和洋酒類卸・小売・輸出入・船舶納入業
20040383	外食チェ－ン経営（中華そば「日高屋」）
20040385	鉄骨加工
20040390	家庭用電化製品・住宅設備機器の販売。，工事
20040391	貸切観光バス，旅行業，貨物運送事業
20040396	カメラ組立，検査作業等
20040397	健康食品小売・保険代理店・農場経営他
20040398	海外商品取引業
20040399	引越サ－ビス業，家電販売業
20040401	住宅リフォ－ム全般・通信事業
20040404	食品加工用機械器具製造・販売
20040406	食品添加物の研究開発・製造・販売
20040410	アウトソ－シング，一般労働者派遣事業
20040411	総合建設，大工
20040412	総合建設業・大工
20040414	半導体製造に関わる諸作業
20040415	製造業務請負
20040417	オフセット印刷機保守・技術サ－ビス
20040418	製造業の組立・検査のアウトソ－シング
20040420	建設業
20040421	自動販売機の整備，設置，修理
20040423	一般貨物自動車運送業
20040424	人材派遣，ファクトリ－アウトソ－シング
20050018	学校制服，オフィスユニフォ－ム等製造販売
20050032	産業用精密機械設計・組立
20050061	コンピュ－タのシステム技術サ－ビス
20050062	自動車開発・生産・販売・設計・実験
20050063	化学製品製造販売
20050107	鮮魚・寿司・惣菜調理販売
20050108	回転寿司店内寿司調理販売
20050135	海外商品先物取引業
20050136	飲食業（ラーメンレストラン）
20050138	総合人材サービス業
20050140	美容一般
20050158	鋼構造物塗装工事
20050175	情報ｻｰﾋﾞｽ業
20050192	合成繊維シ－ト（織物）加工
20050199	自動車関連部品製造
20050202	コンピュ－タソフト，機械・電子設計
20050204	建設業
20050225	給排水衛生換気空調設備企画・設計・施工
20050226	ビル設備管理・不動産・アウトソ－シング
20050227	液晶パネル用光学フィルム製造
20050228	新聞，等購読物販売配達
20050237	レストラン
20050251	自動車機器修理家庭用エレベ－タ－設置工事メンテナンス
20050258	クリ－ニング
20050262	ロイヤルホスト等レストラン経営
20050263	ロイヤルホスト等レストラン経営
20050274	総合フードサービス
20050276	健康関連商品企画・製造・販売総合専門商社
20050279	商品取引業
20050281	ブライダル関連商品販売
20050282	アパレル総合プロデュース事業
20050283	業務及び事務の受託，遊技場の企画・運営
20050286	パチンコ店経営
20050295	ＬＰガス販売，ＬＰガス工事・給排水衛生設備工事等
20050306	電気・空調工事業
20050330	家電販売，電気・設備工事
20050365	業務請負業／人材派遣業
20050388	スクールウエア等企画製造販売
20050392	ブランドブライダルジュエリー化粧品販売、エステ他
20050396	樹脂製自動車部品製造
20050397	ＯＡ機器用天板，住宅家具など製造販売
20050400	引越専業
20050413	工場ライン業務請負（生産・製造部門請負）
20050427	航空機部品組立，鋼材加工
20050429	日本銀行券，旅券，官報等の印刷・発行
20050440	各種警備の請負と企画・機器販売
20050444	別注家具・建具製造及び販売
20050447	美容室経営
20050451	軽量食品容器の製造
20050457	スパアミュ－ズメント施設の企画運営管理
20050459	建設技術サ－ビス
20050461	貴金属・宝石などの展示会販売
20050467	建築業
20050474	製造業の組立・検査のアウトソ－シング
20050476	カジュアルウエアの企画・製造・販売
20050486	農業機械販売・修理
20050493	管工事業
20050494	アミュ－ズメント施設の運営
20050495	配合飼料の製造・販売
20050499	サ－ビスステ－ション
20050501	物流サ－ビス業（運送・物流センタ－）
20050505	プラント配管及び機器の設計施工
20050515	木製別注家具の製造
20050517	一般区域運送業，倉庫業
20050519	キャディ業，ＩＴ業
20050520	電気通信工事及び土木工事
20050522	機械部品加工
20050525	新聞・雑誌の販売
20050529	飲食店（カレ－ハウスＣｏＣｏ壱番屋ＦＣ）
20050530	建築塗装
20050531	コンピュ－タ総合サ－ビス
20060017	設備管理，設備工事
20060064	非破壊検査業
20060118	磁性材料，複合材料の開発及び製造
20060120	ダム，ﾄﾝﾈﾙ，道路用骨材生産
20060163	建設機械の販売並びに修理
20060167	エレベ－タ－等の開発，製造，販売，保守
20060196	板金・金物工事業
20060197	分譲住宅の企画・設計・施工・販売・管理
20060200	工業用液化ｶﾞｽ製造
20060205	塗料販売専門商社
20060208	天井クレーン等設計・施工
20060209	航空機構造組立・治工具設計施工
20060210	ｺﾝﾌﾟﾚｯｻーの販売，据付，ﾒﾝﾃﾅﾝｽ
20060211	機械設計・製図
20060229	外食産業
20060234	飲食店（宅配・イートイン）経営，金券ショップ経営，ＦＣ本部として加盟店指導
20060236	インターネット総合ファイナンス業
20060269	昇降機の保守、修理
20060280	総合建設業
20060301	引越サ－ビスの提供，及び付帯業務
20060307	精密機械器具製造・販売
20060313	電気工事
20060321	引き渡し前品質検査・ｱﾌﾀ-ﾒﾝﾃﾅﾝｽ業務
20060324	石油製品販売，自動車関連用品販売他
20060337	金属加工製品の設計・開発及び製造
20060342	建築設計、施工図作成、技術者派遣
20060344	建設機材のﾚﾝﾀﾙ及び付帯ｻ-ﾋﾞｽ
20060372	ポリウレタンホ－ムの加工、販売
20060384	上下水道機械製作、据付、弱電工事
20060393	宅配便など各種輸送にかかわる事業
20060397	一般貨物自動車運送業、貨物運送取扱事業他
20060412	読売新聞販売業
20060415	理容業
20060421	電気工事業
20060424	有名ﾌﾞﾗﾝﾄﾞ店の新装・改修における内・外装の施工管理
20060430	美容業一般、
20060440	読売、日経、報知新聞の販売・配達
20060454	飲食店の直営及びﾌﾗﾝﾁｬｲｽﾞ展開事業
20060468	輸送用機械器具設計・製作、製造ライン請負業、人材派遣
20060494	貨物自動車運送業務・ﾘｻｲｸﾙ事業
20060498	健康関連商品の企画・製造・販売
20060499	カラオケル－ム・飲食店舗の運営
20060502	総合レジャ－業
20060504	製造請負・レンタル・保険・派遣
20060509	産業機械（専用機）、同部品、精密治工具等
20060513	婦人服（ヤング）企画製造小売業
20060519	ソフトウエア開発
20060534	化学装置用機器の設計、調達、製作等
20060535	医療機器の点検・修理・ｻ-ﾋﾞｽ
20060540	輸入家具の販売
20060545	製鋼・圧延業、製鋼一次製品の製造及び販売
20060546	製鋼・圧延業、製鋼一次製品の製造及び販売
20060547	建設業
20060550	一般労働者派遣事業及び業務請負事業
20060552	新聞販売業
20060553	住宅の新築・増改築及びインテリア製品の販売
20060554	機械器具設置、管工事、鋼構造
20060557	請負／派遣事業
20060559	理容技術全般
20060563	ソフトウエア開発
20060565	婦人服及びインナ－等の接客・販売
20060571	魚肉練り製品及び惣菜の製造
20060573	空調設備工事
20060575	自動制御機器の計装ｴﾝｼﾞﾆｱﾘﾝｸﾞ他
20060583	航空機に付帯する地上サ－ビス業
20060584	整骨業・整体業
20060586	建設業
20060587	自動車用治具の設計及び施工
20060588	コンピュ－タのソフトウエア開発
20060594	総合建築業・リフォ－ムなど
20060596	外食産業
20060598	耐火物の研究、試験、分析
20060601	清涼飲料水の販売配送業務
20060604	建築塗装
20060605	線香製造業
20060607	木造建築工事業
20060611	ステンレス鋼の製産・販売
20060612	自動車の製造及び開発受託
20060613	船舶製造・修理業
20060617	石油製品・自動車用品・保険・ＯＡ機器販売
20060618	石油製品・自動車用品・保険・ＯＡ機器販売
20060621	木造建築工事業
20060622	自動車部品関係金型・シェル中子製作
20060626	遊技事業（パチンコホ－ル運営）
20060628	アミュ－ズメント施設の経営
20060630	化粧品金属キャップ及び容器の製造販売
20060633	遊技場経営（パチンコ店）
20060636	総合リゾ－トホテル（旅館業）
20060637	一般土木
20060638	プラント内での建設業全般
20060639	電気設備業
20060640	貨物運送事業・空港内ハンドリング業務
20060642	エステティックサロンの経営・関連商品販売
20060644	情報通信サ－ビスの法人向けコンサルティング営業
20070041	海外モバイル・宇宙開発事業支援
20070042	情報処理サ－ビス業
20070106	建築技術サ－ビス
20070113	プラズマテレビの製造・販売
20070199	新聞販売
20070212	機械・電気電子・制御システム等の設計開発
20070213	自動車用ガラス及び産業用ガラス
20070215	自動車用ガラスの加工及び部品の納入
20070218	車両用機器・配電用機器・電力用機器
20070252	住宅用建材・ビル改装用建材製造
20070293	第１種２種圧力容器他科学機器の製作
20070301	畜産食料品等の販売小売業
20070338	土木・建築工事業
20070343	ステンレス材料　切断・販売
20070372	自動車部品製造・販売・卸売
20070388	コンピュ－タソフトウエア開発・販売
20070415	非破壊検査工事全般
20070424	金型設計・製作・各種機械加工
20070436	ショピングセンタ－施設管理
20070471	船舶製造修理業
20070492	運送業
20070522	鉄筋工事業
20070536	ト－タルリフォ－ム業
20070537	ト－タルリフォ－ム業
20070543	塗装工事業
20070547	建築洗い美装工事
20070551	飲食業（居酒屋）
20070552	飲食業（居酒屋）
20070553	飲食業（居酒屋）
20070562	信用保証業務
20070572	空調等各設備の販売・サ－ビス・修理など
20070574	航空機組立／機内食調整、搭載業務
20070579	太陽光発電・住宅ペイントの販売施工
20070582	ステンレス溶接鋼管製造販売
20070583	ソフトウエアの設計・開発
20070584	建設業、リフォ－ム工事業、インテリア販売
20070585	建設業、リフォ－ム工事業、インテリア販売
20070586	自動車部品販売
20070588	仮設資材の販売、施工、リ－ス
20070595	ラ－メン店の経営
20070597	アミュ－ズメント事業・外食事業
20070601	遊技場・飲食事業・サウナ
20070612	パチンコ・スロット店舗の企画・運営
20070614	パチンコホ－ル運営・管理　
20070625	海外商品先物取引
20070630	設計請負業・人材派遣業
20070636	電気メ－カ－向省力産業用機械の部品加工
20070639	アミュ－ズメント
20070642	電気設備工事、設計施工
20070644	建築工事業
20070646	電気通信工事業
20070651	一級建築事務所・建設施工管理・施工図生産
20070658	総合建設業
20070661	美容室営業、着付け、ヘアメイク
20070666	自動車販売・修理及び部品販売、保険代理店
20070669	土木工事、造園工事、管工事、他
20070672	新聞販売業
20070673	新聞販売業
20070674	新聞販売業
20070675	新聞販売業
20070676	毎日新聞が発行する刊行物の販売
20070677	新聞販売業
20070678	新聞販売業
20070679	新聞販売業
20070680	新聞販売業
20070681	新聞販売業
